family,replicate,n_trades,mean_r
rotation,0,71,-0.003465
rotation,1,72,0.120946
rotation,2,72,0.072307
rotation,3,72,0.155417
rotation,4,72,-0.144790
rotation,5,72,-0.174354
rotation,6,72,-0.042392
rotation,7,72,0.033877
rotation,8,72,0.058173
rotation,9,72,0.155417
rotation,10,72,-0.128538
rotation,11,72,-0.098672
rotation,12,71,-0.132934
rotation,13,71,0.122959
rotation,14,72,0.107817
rotation,15,72,0.090353
rotation,16,71,0.144564
rotation,17,71,0.107459
rotation,18,72,0.016165
rotation,19,72,-0.004375
rotation,20,71,0.069160
rotation,21,72,-0.028983
rotation,22,72,0.047120
rotation,23,72,0.104002
rotation,24,72,0.048909
rotation,25,72,-0.005774
rotation,26,72,-0.053016
rotation,27,72,-0.046829
rotation,28,72,0.025024
rotation,29,70,-0.029343
rotation,30,72,0.004570
rotation,31,71,0.181764
rotation,32,72,0.072821
rotation,33,70,0.023551
rotation,34,72,0.048184
rotation,35,72,0.067815
rotation,36,72,0.006621
rotation,37,72,-0.084931
rotation,38,72,0.026803
rotation,39,72,0.087772
rotation,40,71,-0.160054
rotation,41,72,0.060808
rotation,42,72,-0.043891
rotation,43,72,-0.037160
rotation,44,70,-0.107194
rotation,45,72,-0.050485
rotation,46,72,0.060988
rotation,47,72,0.207460
rotation,48,72,-0.131768
rotation,49,71,0.080979
rotation,50,71,0.057547
rotation,51,71,0.055417
rotation,52,71,0.073833
rotation,53,72,-0.016487
rotation,54,72,-0.007288
rotation,55,72,-0.023426
rotation,56,72,-0.137451
rotation,57,72,0.149362
rotation,58,71,-0.058777
rotation,59,71,-0.087625
rotation,60,72,-0.045311
rotation,61,71,0.066386
rotation,62,72,0.020426
rotation,63,72,0.013176
rotation,64,71,0.034991
rotation,65,72,0.020046
rotation,66,72,0.042812
rotation,67,72,0.087240
rotation,68,72,0.046345
rotation,69,71,-0.133611
rotation,70,72,0.006621
rotation,71,72,-0.003124
rotation,72,72,0.040067
rotation,73,71,0.082361
rotation,74,72,0.067815
rotation,75,72,-0.173586
rotation,76,72,-0.195946
rotation,77,72,-0.103686
rotation,78,71,0.143944
rotation,79,72,-0.021902
rotation,80,72,0.016582
rotation,81,72,-0.017625
rotation,82,72,-0.031949
rotation,83,72,0.016956
rotation,84,71,0.008006
rotation,85,71,0.175299
rotation,86,72,0.168117
rotation,87,72,0.022794
rotation,88,72,0.111434
rotation,89,71,0.014316
rotation,90,72,0.176794
rotation,91,71,0.152197
rotation,92,71,0.160443
rotation,93,72,-0.005814
rotation,94,72,0.057312
rotation,95,72,0.095714
